TIME|NGINX PODS|RUNNING TRAINERS|CLUSTER CPU UTILS
2|400|0|53.26
5|400|15|58.16
12|400|65|70.55
15|400|90|77.62
19|400|127|85.71
58|400|98|82.90
62|400|100|84.69
66|400|114|88.01
100|315|91|72.25
104|305|85|69.70
108|300|130|78.64
111|300|143|81.41
119|300|147|82.26
140|300|152|83.33
144|300|169|86.95
148|300|177|88.65
183|300|176|88.44
187|300|177|88.65
190|235|177|80.35
194|207|180|77.41
198|203|201|81.37
202|201|202|81.32
205|200|203|81.41
230|200|193|79.28
234|200|190|78.64
242|200|195|79.71
261|200|203|81.41
277|200|202|81.20
281|163|203|76.68
285|111|237|77.28
288|107|247|78.90
292|101|247|78.13
296|100|246|77.79
300|100|247|78.00
303|100|259|80.56
371|142|259|85.92
375|179|259|90.65
406|179|210|80.22
421|179|221|82.56
425|179|238|86.18
428|179|241|86.82
436|184|241|87.46
440|200|241|89.50
444|200|242|89.72
455|200|238|88.86
459|200|242|89.72
464|210|239|90.35
468|211|239|90.48
497|227|185|81.03
501|263|185|85.63
509|263|201|89.03
531|282|200|91.25
535|282|199|91.04
539|282|197|90.61
544|282|198|90.82
548|282|199|91.04
557|284|199|91.29
588|299|151|82.99
591|357|151|90.40
621|357|136|87.20
625|380|127|88.22
629|380|125|87.80
633|380|132|89.29
637|380|136|90.14
671|380|135|89.93
680|380|136|90.14
692|354|136|86.82
696|285|136|78.00
699|224|136|70.21
702|163|136|62.42
705|106|129|53.64
708|62|119|44.87
710|20|62|26.68
712|10|50|21.06
714|3|36|16.12
716|1|33|13.82
718|0|33|12.12
719|0|0|4.24
