PASS|AVG RUNNING TIME|AVG PENDING TIME|JOB RUNNING TIME|AVG CLUSTER CPU UTILS
0|206|315|619,615,605,598,582,578,0,0,0,0,0,0,0,0,0,122,117,127,131,43|54.79
AVG|206|315|N/A|54.79
