PASS|AVG RUNNING TIME|AVG PENDING TIME|JOB RUNNING TIME|AVG CLUSTER CPU UTILS
0|130|253|446,440,440,435,431,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0|68.96
AVG|130|253|N/A|68.96
