PASS|AVG RUNNING TIME|AVG PENDING TIME|JOB RUNNING TIME|AVG CLUSTER CPU UTILS
0|376|137|722,701,36,667,649,638,622,0,456,308,402,0,444,299,464,0,308,413,393,0|58.74
AVG|376|137|N/A|58.74
