PASS|AVG RUNNING TIME|AVG PENDING TIME|JOB RUNNING TIME|AVG CLUSTER CPU UTILS
0|371|147|605,599,583,579,565,550,505,468,513,519,481,494,491,47,52,133,53,123,0,68|53.17
AVG|371|147|N/A|53.17
