PASS|AVG RUNNING TIME|AVG PENDING TIME|JOB RUNNING TIME|AVG CLUSTER CPU UTILS
0|267|377|961,925,899,890,849,831,0,0,0,0,0,0,0,0,0,0,0,0,0,0|65.63
AVG|267|377|N/A|65.63
