PASS|AVG RUNNING TIME|AVG PENDING TIME|JOB RUNNING TIME|AVG CLUSTER CPU UTILS
0|502|45|728,711,694,681,663,647,630,617,602,583,512,521,497,459,455,304,387,0,0,351|51.82
AVG|502|45|N/A|51.82
