PASS|AVG RUNNING TIME|AVG PENDING TIME|JOB RUNNING TIME|AVG CLUSTER CPU UTILS
0|259|360|942,873,898,869,844,773,0,0,0,0,0,0,0,0,0,0,0,0,0,0|59.47
AVG|259|360|N/A|59.47
