PASS|AVG RUNNING TIME|AVG PENDING TIME|JOB RUNNING TIME|AVG CLUSTER CPU UTILS
0|398|107|597,595,579,564,561,549,497,504,504,468,476,476,469,41,488,427,127,0,0,57|53.57
AVG|398|107|N/A|53.57
