PASS|AVG RUNNING TIME|AVG PENDING TIME|JOB RUNNING TIME|AVG CLUSTER CPU UTILS
0|214|326|765,712,747,673,710,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0|56.42
AVG|214|326|N/A|56.42
