PASS|AVG RUNNING TIME|AVG PENDING TIME|JOB RUNNING TIME|AVG CLUSTER CPU UTILS
0|366|146|609,602,590,576,562,553,506,514,514,472,486,483,557,0,36,45,123,104,0,0|56.44
AVG|366|146|N/A|56.44
