PASS|AVG RUNNING TIME|AVG PENDING TIME|JOB RUNNING TIME|AVG CLUSTER CPU UTILS
0|247|366|888,864,842,811,789,759,0,0,0,0,0,0,0,0,0,0,0,0,0,0|66.86
AVG|247|366|N/A|66.86
