PASS|AVG RUNNING TIME|AVG PENDING TIME|JOB RUNNING TIME|AVG CLUSTER CPU UTILS
0|451|71|624,615,606,593,588,573,491,536,536,487,509,457,464,469,409,421,421,104,122,0|55.94
AVG|451|71|N/A|55.94
