PASS|AVG RUNNING TIME|AVG PENDING TIME|JOB RUNNING TIME|AVG CLUSTER CPU UTILS
0|258|261|708,691,675,655,637,621,603,586,0,0,0,0,0,0,0,0,0,0,0,0|67.37
AVG|258|261|N/A|67.37
