PASS|AVG RUNNING TIME|AVG PENDING TIME|JOB RUNNING TIME|AVG CLUSTER CPU UTILS
0|365|176|725,713,688,669,647,630,473,0,0,394,401,332,363,0,0,0,445,399,68,367|62.94
AVG|365|176|N/A|62.94
