PASS|AVG RUNNING TIME|AVG PENDING TIME|JOB RUNNING TIME|AVG CLUSTER CPU UTILS
0|502|72|688,680,661,642,639,670,613,626,552,529,528,535,533,524,498,481,341,128,175,0|38.47
AVG|502|72|N/A|38.47
