PASS|AVG RUNNING TIME|AVG PENDING TIME|JOB RUNNING TIME|AVG CLUSTER CPU UTILS
0|209|352|731,715,706,693,680,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0|69.36
AVG|209|352|N/A|69.36
