PASS|AVG RUNNING TIME|AVG PENDING TIME|JOB RUNNING TIME|AVG CLUSTER CPU UTILS
0|326|69|445,438,430,427,418,418,255,268,262,275,266,325,321,313,233,237,237,321,319,315|70.99
AVG|326|69|N/A|70.99
